,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,label
171,0,0,0,0,2,2,2,3,1
172,0,0,0,0,2,2,3,0,1
173,0,0,0,0,2,2,3,1,1
174,0,0,0,0,2,2,3,2,1
175,0,0,0,0,2,2,3,3,1
176,0,0,0,0,2,3,0,0,0
177,0,0,0,0,2,3,0,1,1
178,0,0,0,0,2,3,0,2,1
179,0,0,0,0,2,3,0,3,2
180,0,0,0,0,2,3,1,0,0
181,0,0,0,0,2,3,1,1,1
182,0,0,0,0,2,3,1,2,1
183,0,0,0,0,2,3,1,3,1
184,0,0,0,0,2,3,2,0,0
185,0,0,0,0,2,3,2,1,1
186,0,0,0,0,2,3,2,2,1
187,0,0,0,0,2,3,2,3,1
188,0,0,0,0,2,3,3,0,0
189,0,0,0,0,2,3,3,1,1
190,0,0,0,0,2,3,3,2,1
191,0,0,0,0,2,3,3,3,1
192,0,0,0,0,3,0,0,0,1
193,0,0,0,0,3,0,0,1,1
194,0,0,0,0,3,0,0,2,1
195,0,0,0,0,3,0,0,3,1
196,0,0,0,0,3,0,1,0,1
197,0,0,0,0,3,0,1,1,1
198,0,0,0,0,3,0,1,2,1
199,0,0,0,0,3,0,1,3,1
200,0,0,0,0,3,0,2,0,1
201,0,0,0,0,3,0,2,1,1
202,0,0,0,0,3,0,2,2,1
203,0,0,0,0,3,0,2,3,1
204,0,0,0,0,3,0,3,0,1
205,0,0,0,0,3,0,3,1,1
206,0,0,0,0,3,0,3,2,1
207,0,0,0,0,3,0,3,3,1
208,0,0,0,0,3,1,0,0,1
209,0,0,0,0,3,1,0,1,1
210,0,0,0,0,3,1,0,2,1
211,0,0,0,0,3,1,0,3,1
212,0,0,0,0,3,1,1,0,1
213,0,0,0,0,3,1,1,1,1
214,0,0,0,0,3,1,1,2,1
215,0,0,0,0,3,1,1,3,1
216,0,0,0,0,3,1,2,0,1
217,0,0,0,0,3,1,2,1,1
218,0,0,0,0,3,1,2,2,1
219,0,0,0,0,3,1,2,3,1
220,0,0,0,0,3,1,3,0,1
221,0,0,0,0,3,1,3,1,1
222,0,0,0,0,3,1,3,2,1
223,0,0,0,0,3,1,3,3,1
224,0,0,0,0,3,2,0,0,1
225,0,0,0,0,3,2,0,1,1
226,0,0,0,0,3,2,0,2,1
227,0,0,0,0,3,2,0,3,1
228,0,0,0,0,3,2,1,0,1
229,0,0,0,0,3,2,1,1,1
230,0,0,0,0,3,2,1,2,1
231,0,0,0,0,3,2,1,3,1
232,0,0,0,0,3,2,2,0,1
233,0,0,0,0,3,2,2,1,1
234,0,0,0,0,3,2,2,2,1
235,0,0,0,0,3,2,2,3,1
236,0,0,0,0,3,2,3,0,1
237,0,0,0,0,3,2,3,1,1
238,0,0,0,0,3,2,3,2,1
239,0,0,0,0,3,2,3,3,1
240,0,0,0,0,3,3,0,0,1
241,0,0,0,0,3,3,0,1,1
242,0,0,0,0,3,3,0,2,1
243,0,0,0,0,3,3,0,3,1
244,0,0,0,0,3,3,1,0,1
245,0,0,0,0,3,3,1,1,1
246,0,0,0,0,3,3,1,2,1
247,0,0,0,0,3,3,1,3,1
248,0,0,0,0,3,3,2,0,1
249,0,0,0,0,3,3,2,1,1
250,0,0,0,0,3,3,2,2,1
251,0,0,0,0,3,3,2,3,1
252,0,0,0,0,3,3,3,0,1
253,0,0,0,0,3,3,3,1,1
254,0,0,0,0,3,3,3,2,1
255,0,0,0,0,3,3,3,3,1
256,0,0,0,1,0,0,0,0,1
257,0,0,0,1,0,0,0,1,1
258,0,0,0,1,0,0,0,2,1
259,0,0,0,1,0,0,0,3,1
260,0,0,0,1,0,0,1,0,1
261,0,0,0,1,0,0,1,1,1
262,0,0,0,1,0,0,1,2,1
263,0,0,0,1,0,0,1,3,1
264,0,0,0,1,0,0,2,0,1
265,0,0,0,1,0,0,2,1,1
266,0,0,0,1,0,0,2,2,1
267,0,0,0,1,0,0,2,3,1
268,0,0,0,1,0,0,3,0,1
269,0,0,0,1,0,0,3,1,1
270,0,0,0,1,0,0,3,2,1
271,0,0,0,1,0,0,3,3,1
272,0,0,0,1,0,1,0,0,1
273,0,0,0,1,0,1,0,1,1
274,0,0,0,1,0,1,0,2,1
275,0,0,0,1,0,1,0,3,1
276,0,0,0,1,0,1,1,0,1
277,0,0,0,1,0,1,1,1,1
278,0,0,0,1,0,1,1,2,1
279,0,0,0,1,0,1,1,3,1
280,0,0,0,1,0,1,2,0,1
281,0,0,0,1,0,1,2,1,1
282,0,0,0,1,0,1,2,2,1
283,0,0,0,1,0,1,2,3,1
284,0,0,0,1,0,1,3,0,1
285,0,0,0,1,0,1,3,1,1
286,0,0,0,1,0,1,3,2,1
287,0,0,0,1,0,1,3,3,1
288,0,0,0,1,0,2,0,0,0
289,0,0,0,1,0,2,0,1,0
290,0,0,0,1,0,2,0,2,1
291,0,0,0,1,0,2,0,3,2
292,0,0,0,1,0,2,1,0,0
293,0,0,0,1,0,2,1,1,0
294,0,0,0,1,0,2,1,2,1
295,0,0,0,1,0,2,1,3,1
296,0,0,0,1,0,2,2,0,0
297,0,0,0,1,0,2,2,1,0
298,0,0,0,1,0,2,2,2,1
299,0,0,0,1,0,2,2,3,1
300,0,0,0,1,0,2,3,0,0
301,0,0,0,1,0,2,3,1,0
302,0,0,0,1,0,2,3,2,1
303,0,0,0,1,0,2,3,3,1
304,0,0,0,1,0,3,0,0,0
305,0,0,0,1,0,3,0,1,0
306,0,0,0,1,0,3,0,2,2
307,0,0,0,1,0,3,0,3,2
308,0,0,0,1,0,3,1,0,0
309,0,0,0,1,0,3,1,1,0
310,0,0,0,1,0,3,1,2,0
311,0,0,0,1,0,3,1,3,0
312,0,0,0,1,0,3,2,0,0
313,0,0,0,1,0,3,2,1,0
314,0,0,0,1,0,3,2,2,0
315,0,0,0,1,0,3,2,3,0
316,0,0,0,1,0,3,3,0,0
317,0,0,0,1,0,3,3,1,0
318,0,0,0,1,0,3,3,2,0
319,0,0,0,1,0,3,3,3,0
320,0,0,0,1,1,0,0,0,1
321,0,0,0,1,1,0,0,1,1
322,0,0,0,1,1,0,0,2,1
323,0,0,0,1,1,0,0,3,1
324,0,0,0,1,1,0,1,0,1
325,0,0,0,1,1,0,1,1,1
326,0,0,0,1,1,0,1,2,1
327,0,0,0,1,1,0,1,3,1
328,0,0,0,1,1,0,2,0,1
329,0,0,0,1,1,0,2,1,1
330,0,0,0,1,1,0,2,2,1
331,0,0,0,1,1,0,2,3,1
332,0,0,0,1,1,0,3,0,1
333,0,0,0,1,1,0,3,1,1
334,0,0,0,1,1,0,3,2,1
335,0,0,0,1,1,0,3,3,1
336,0,0,0,1,1,1,0,0,1
337,0,0,0,1,1,1,0,1,1
338,0,0,0,1,1,1,0,2,1
339,0,0,0,1,1,1,0,3,1
340,0,0,0,1,1,1,1,0,1
341,0,0,0,1,1,1,1,1,1
342,0,0,0,1,1,1,1,2,1
343,0,0,0,1,1,1,1,3,1
344,0,0,0,1,1,1,2,0,1
345,0,0,0,1,1,1,2,1,1
346,0,0,0,1,1,1,2,2,1
347,0,0,0,1,1,1,2,3,1
348,0,0,0,1,1,1,3,0,1
349,0,0,0,1,1,1,3,1,1
350,0,0,0,1,1,1,3,2,1
351,0,0,0,1,1,1,3,3,1
352,0,0,0,1,1,2,0,0,0
353,0,0,0,1,1,2,0,1,0
354,0,0,0,1,1,2,0,2,1
355,0,0,0,1,1,2,0,3,1
356,0,0,0,1,1,2,1,0,0
357,0,0,0,1,1,2,1,1,1
358,0,0,0,1,1,2,1,2,1
359,0,0,0,1,1,2,1,3,1
360,0,0,0,1,1,2,2,0,0
361,0,0,0,1,1,2,2,1,1
362,0,0,0,1,1,2,2,2,1
363,0,0,0,1,1,2,2,3,1
364,0,0,0,1,1,2,3,0,0
365,0,0,0,1,1,2,3,1,1
366,0,0,0,1,1,2,3,2,1
367,0,0,0,1,1,2,3,3,1
368,0,0,0,1,1,3,0,0,0
369,0,0,0,1,1,3,0,1,0
370,0,0,0,1,1,3,0,2,0
371,0,0,0,1,1,3,0,3,2
372,0,0,0,1,1,3,1,0,0
373,0,0,0,1,1,3,1,1,0
374,0,0,0,1,1,3,1,2,0
375,0,0,0,1,1,3,1,3,0
376,0,0,0,1,1,3,2,0,0
377,0,0,0,1,1,3,2,1,0
378,0,0,0,1,1,3,2,2,0
379,0,0,0,1,1,3,2,3,1
380,0,0,0,1,1,3,3,0,0
381,0,0,0,1,1,3,3,1,0
382,0,0,0,1,1,3,3,2,0
383,0,0,0,1,1,3,3,3,1
384,0,0,0,1,2,0,0,0,1
385,0,0,0,1,2,0,0,1,1
386,0,0,0,1,2,0,0,2,1
387,0,0,0,1,2,0,0,3,1
388,0,0,0,1,2,0,1,0,1
389,0,0,0,1,2,0,1,1,1
390,0,0,0,1,2,0,1,2,1
391,0,0,0,1,2,0,1,3,1
392,0,0,0,1,2,0,2,0,1
393,0,0,0,1,2,0,2,1,1
394,0,0,0,1,2,0,2,2,1
395,0,0,0,1,2,0,2,3,1
396,0,0,0,1,2,0,3,0,1
397,0,0,0,1,2,0,3,1,1
398,0,0,0,1,2,0,3,2,1
399,0,0,0,1,2,0,3,3,1
400,0,0,0,1,2,1,0,0,1
401,0,0,0,1,2,1,0,1,1
402,0,0,0,1,2,1,0,2,1
403,0,0,0,1,2,1,0,3,1
404,0,0,0,1,2,1,1,0,1
405,0,0,0,1,2,1,1,1,1
406,0,0,0,1,2,1,1,2,1
407,0,0,0,1,2,1,1,3,1
408,0,0,0,1,2,1,2,0,1
409,0,0,0,1,2,1,2,1,1
410,0,0,0,1,2,1,2,2,1
411,0,0,0,1,2,1,2,3,1
412,0,0,0,1,2,1,3,0,1
413,0,0,0,1,2,1,3,1,1
414,0,0,0,1,2,1,3,2,1
415,0,0,0,1,2,1,3,3,1
416,0,0,0,1,2,2,0,0,0
417,0,0,0,1,2,2,0,1,1
418,0,0,0,1,2,2,0,2,1
419,0,0,0,1,2,2,0,3,1
420,0,0,0,1,2,2,1,0,1
421,0,0,0,1,2,2,1,1,1
422,0,0,0,1,2,2,1,2,1
423,0,0,0,1,2,2,1,3,1
424,0,0,0,1,2,2,2,0,1
425,0,0,0,1,2,2,2,1,1
426,0,0,0,1,2,2,2,2,1
427,0,0,0,1,2,2,2,3,1
428,0,0,0,1,2,2,3,0,1
429,0,0,0,1,2,2,3,1,1
430,0,0,0,1,2,2,3,2,1
431,0,0,0,1,2,2,3,3,1
432,0,0,0,1,2,3,0,0,0
433,0,0,0,1,2,3,0,1,0
434,0,0,0,1,2,3,0,2,0
435,0,0,0,1,2,3,0,3,1
436,0,0,0,1,2,3,1,0,0
437,0,0,0,1,2,3,1,1,0
438,0,0,0,1,2,3,1,2,0
439,0,0,0,1,2,3,1,3,1
440,0,0,0,1,2,3,2,0,0
441,0,0,0,1,2,3,2,1,0
442,0,0,0,1,2,3,2,2,0
443,0,0,0,1,2,3,2,3,1
444,0,0,0,1,2,3,3,0,0
445,0,0,0,1,2,3,3,1,0
446,0,0,0,1,2,3,3,2,1
447,0,0,0,1,2,3,3,3,1
448,0,0,0,1,3,0,0,0,1
449,0,0,0,1,3,0,0,1,1
450,0,0,0,1,3,0,0,2,1
451,0,0,0,1,3,0,0,3,1
452,0,0,0,1,3,0,1,0,1
453,0,0,0,1,3,0,1,1,1
454,0,0,0,1,3,0,1,2,1
455,0,0,0,1,3,0,1,3,1
456,0,0,0,1,3,0,2,0,1
457,0,0,0,1,3,0,2,1,1
458,0,0,0,1,3,0,2,2,1
459,0,0,0,1,3,0,2,3,1
460,0,0,0,1,3,0,3,0,1
461,0,0,0,1,3,0,3,1,1
462,0,0,0,1,3,0,3,2,1
463,0,0,0,1,3,0,3,3,1
464,0,0,0,1,3,1,0,0,1
465,0,0,0,1,3,1,0,1,1
466,0,0,0,1,3,1,0,2,1
467,0,0,0,1,3,1,0,3,1
468,0,0,0,1,3,1,1,0,1
469,0,0,0,1,3,1,1,1,1
470,0,0,0,1,3,1,1,2,1
471,0,0,0,1,3,1,1,3,1
472,0,0,0,1,3,1,2,0,1
473,0,0,0,1,3,1,2,1,1
474,0,0,0,1,3,1,2,2,1
475,0,0,0,1,3,1,2,3,1
476,0,0,0,1,3,1,3,0,1
477,0,0,0,1,3,1,3,1,1
478,0,0,0,1,3,1,3,2,1
479,0,0,0,1,3,1,3,3,1
480,0,0,0,1,3,2,0,0,1
481,0,0,0,1,3,2,0,1,1
482,0,0,0,1,3,2,0,2,1
483,0,0,0,1,3,2,0,3,1
484,0,0,0,1,3,2,1,0,1
485,0,0,0,1,3,2,1,1,1
486,0,0,0,1,3,2,1,2,1
487,0,0,0,1,3,2,1,3,1
488,0,0,0,1,3,2,2,0,1
489,0,0,0,1,3,2,2,1,1
490,0,0,0,1,3,2,2,2,1
491,0,0,0,1,3,2,2,3,1
492,0,0,0,1,3,2,3,0,1
493,0,0,0,1,3,2,3,1,1
494,0,0,0,1,3,2,3,2,1
495,0,0,0,1,3,2,3,3,1
496,0,0,0,1,3,3,0,0,0
497,0,0,0,1,3,3,0,1,0
498,0,0,0,1,3,3,0,2,1
499,0,0,0,1,3,3,0,3,1
500,0,0,0,1,3,3,1,0,0
501,0,0,0,1,3,3,1,1,0
502,0,0,0,1,3,3,1,2,1
503,0,0,0,1,3,3,1,3,1
504,0,0,0,1,3,3,2,0,0
505,0,0,0,1,3,3,2,1,0
506,0,0,0,1,3,3,2,2,1
507,0,0,0,1,3,3,2,3,1
508,0,0,0,1,3,3,3,0,0
509,0,0,0,1,3,3,3,1,1
510,0,0,0,1,3,3,3,2,1
511,0,0,0,1,3,3,3,3,1
512,0,0,0,2,0,0,0,0,1
513,0,0,0,2,0,0,0,1,1
514,0,0,0,2,0,0,0,2,1
515,0,0,0,2,0,0,0,3,1
516,0,0,0,2,0,0,1,0,1
517,0,0,0,2,0,0,1,1,1
518,0,0,0,2,0,0,1,2,1
519,0,0,0,2,0,0,1,3,1
520,0,0,0,2,0,0,2,0,1
521,0,0,0,2,0,0,2,1,1
522,0,0,0,2,0,0,2,2,1
523,0,0,0,2,0,0,2,3,1
524,0,0,0,2,0,0,3,0,1
525,0,0,0,2,0,0,3,1,1
526,0,0,0,2,0,0,3,2,1
527,0,0,0,2,0,0,3,3,1
528,0,0,0,2,0,1,0,0,0
529,0,0,0,2,0,1,0,1,0
530,0,0,0,2,0,1,0,2,1
531,0,0,0,2,0,1,0,3,1
532,0,0,0,2,0,1,1,0,0
533,0,0,0,2,0,1,1,1,0
534,0,0,0,2,0,1,1,2,1
535,0,0,0,2,0,1,1,3,1
536,0,0,0,2,0,1,2,0,0
537,0,0,0,2,0,1,2,1,0
538,0,0,0,2,0,1,2,2,1
539,0,0,0,2,0,1,2,3,1
540,0,0,0,2,0,1,3,0,0
541,0,0,0,2,0,1,3,1,1
542,0,0,0,2,0,1,3,2,1
543,0,0,0,2,0,1,3,3,1
544,0,0,0,2,0,2,0,0,0
545,0,0,0,2,0,2,0,1,0
546,0,0,0,2,0,2,0,2,0
547,0,0,0,2,0,2,0,3,0
548,0,0,0,2,0,2,1,0,0
549,0,0,0,2,0,2,1,1,0
550,0,0,0,2,0,2,1,2,0
551,0,0,0,2,0,2,1,3,0
552,0,0,0,2,0,2,2,0,0
553,0,0,0,2,0,2,2,1,0
554,0,0,0,2,0,2,2,2,0
555,0,0,0,2,0,2,2,3,0
556,0,0,0,2,0,2,3,0,0
557,0,0,0,2,0,2,3,1,0
558,0,0,0,2,0,2,3,2,0
559,0,0,0,2,0,2,3,3,0
560,0,0,0,2,0,3,0,0,0
561,0,0,0,2,0,3,0,1,0
562,0,0,0,2,0,3,0,2,0
563,0,0,0,2,0,3,0,3,2
564,0,0,0,2,0,3,1,0,0
565,0,0,0,2,0,3,1,1,0
566,0,0,0,2,0,3,1,2,0
567,0,0,0,2,0,3,1,3,0
568,0,0,0,2,0,3,2,0,0
569,0,0,0,2,0,3,2,1,0
570,0,0,0,2,0,3,2,2,0
571,0,0,0,2,0,3,2,3,0
572,0,0,0,2,0,3,3,0,0
573,0,0,0,2,0,3,3,1,0
574,0,0,0,2,0,3,3,2,0
575,0,0,0,2,0,3,3,3,0
576,0,0,0,2,1,0,0,0,1
577,0,0,0,2,1,0,0,1,1
578,0,0,0,2,1,0,0,2,1
579,0,0,0,2,1,0,0,3,1
580,0,0,0,2,1,0,1,0,1
581,0,0,0,2,1,0,1,1,1
582,0,0,0,2,1,0,1,2,1
583,0,0,0,2,1,0,1,3,1
584,0,0,0,2,1,0,2,0,1
585,0,0,0,2,1,0,2,1,1
586,0,0,0,2,1,0,2,2,1
587,0,0,0,2,1,0,2,3,1
588,0,0,0,2,1,0,3,0,1
589,0,0,0,2,1,0,3,1,1
590,0,0,0,2,1,0,3,2,1
591,0,0,0,2,1,0,3,3,1
592,0,0,0,2,1,1,0,0,0
593,0,0,0,2,1,1,0,1,1
594,0,0,0,2,1,1,0,2,1
595,0,0,0,2,1,1,0,3,1
596,0,0,0,2,1,1,1,0,0
597,0,0,0,2,1,1,1,1,1
598,0,0,0,2,1,1,1,2,1
599,0,0,0,2,1,1,1,3,1
600,0,0,0,2,1,1,2,0,0
601,0,0,0,2,1,1,2,1,1
602,0,0,0,2,1,1,2,2,1
603,0,0,0,2,1,1,2,3,1
604,0,0,0,2,1,1,3,0,1
605,0,0,0,2,1,1,3,1,1
606,0,0,0,2,1,1,3,2,1
607,0,0,0,2,1,1,3,3,1
608,0,0,0,2,1,2,0,0,0
609,0,0,0,2,1,2,0,1,0
610,0,0,0,2,1,2,0,2,0
611,0,0,0,2,1,2,0,3,1
612,0,0,0,2,1,2,1,0,0
613,0,0,0,2,1,2,1,1,0
614,0,0,0,2,1,2,1,2,0
615,0,0,0,2,1,2,1,3,1
616,0,0,0,2,1,2,2,0,0
617,0,0,0,2,1,2,2,1,0
618,0,0,0,2,1,2,2,2,0
619,0,0,0,2,1,2,2,3,1
620,0,0,0,2,1,2,3,0,0
621,0,0,0,2,1,2,3,1,0
622,0,0,0,2,1,2,3,2,0
623,0,0,0,2,1,2,3,3,1
624,0,0,0,2,1,3,0,0,0
625,0,0,0,2,1,3,0,1,0
626,0,0,0,2,1,3,0,2,0
627,0,0,0,2,1,3,0,3,0
628,0,0,0,2,1,3,1,0,0
629,0,0,0,2,1,3,1,1,0
630,0,0,0,2,1,3,1,2,0
631,0,0,0,2,1,3,1,3,0
632,0,0,0,2,1,3,2,0,0
633,0,0,0,2,1,3,2,1,0
634,0,0,0,2,1,3,2,2,0
635,0,0,0,2,1,3,2,3,0
636,0,0,0,2,1,3,3,0,0
637,0,0,0,2,1,3,3,1,0
638,0,0,0,2,1,3,3,2,0
639,0,0,0,2,1,3,3,3,0
640,0,0,0,2,2,0,0,0,1
641,0,0,0,2,2,0,0,1,1
642,0,0,0,2,2,0,0,2,1
643,0,0,0,2,2,0,0,3,1
644,0,0,0,2,2,0,1,0,1
645,0,0,0,2,2,0,1,1,1
646,0,0,0,2,2,0,1,2,1
647,0,0,0,2,2,0,1,3,1
648,0,0,0,2,2,0,2,0,1
649,0,0,0,2,2,0,2,1,1
650,0,0,0,2,2,0,2,2,1
651,0,0,0,2,2,0,2,3,1
652,0,0,0,2,2,0,3,0,1
653,0,0,0,2,2,0,3,1,1
654,0,0,0,2,2,0,3,2,1
655,0,0,0,2,2,0,3,3,1
656,0,0,0,2,2,1,0,0,1
657,0,0,0,2,2,1,0,1,1
658,0,0,0,2,2,1,0,2,1
659,0,0,0,2,2,1,0,3,1
660,0,0,0,2,2,1,1,0,1
661,0,0,0,2,2,1,1,1,1
662,0,0,0,2,2,1,1,2,1
663,0,0,0,2,2,1,1,3,1
664,0,0,0,2,2,1,2,0,1
665,0,0,0,2,2,1,2,1,1
666,0,0,0,2,2,1,2,2,1
667,0,0,0,2,2,1,2,3,1
668,0,0,0,2,2,1,3,0,1
669,0,0,0,2,2,1,3,1,1
670,0,0,0,2,2,1,3,2,1
671,0,0,0,2,2,1,3,3,1
672,0,0,0,2,2,2,0,0,0
673,0,0,0,2,2,2,0,1,0
674,0,0,0,2,2,2,0,2,1
675,0,0,0,2,2,2,0,3,1
676,0,0,0,2,2,2,1,0,0
677,0,0,0,2,2,2,1,1,0
678,0,0,0,2,2,2,1,2,1
679,0,0,0,2,2,2,1,3,1
680,0,0,0,2,2,2,2,0,0
681,0,0,0,2,2,2,2,1,0
682,0,0,0,2,2,2,2,2,1
683,0,0,0,2,2,2,2,3,1
684,0,0,0,2,2,2,3,0,0
685,0,0,0,2,2,2,3,1,0
686,0,0,0,2,2,2,3,2,1
687,0,0,0,2,2,2,3,3,1
688,0,0,0,2,2,3,0,0,0
689,0,0,0,2,2,3,0,1,0
690,0,0,0,2,2,3,0,2,0
691,0,0,0,2,2,3,0,3,0
692,0,0,0,2,2,3,1,0,0
693,0,0,0,2,2,3,1,1,0
